"","eif_beta1","eif_beta0","eif_alpha","tp_pd_beta1","tp_pd_beta0","tp_pd_alpha","pd_om_beta1","pd_om_beta0","pd_om_alpha","rho"
"1",0.441567282471961,-0.747285869022747,323.605924729457,0.449418471859224,-0.663762727439539,364.169721488135,0.478193686645431,-0.572505833942759,340.444048791467,0
"2",0.518541711222898,-1.0240800025369,100.017879041755,0.537195451059476,-0.815636887565667,122.265651687089,0.495303104305831,-0.481217004196392,289.728307208181,0
"3",0.548047347182653,-0.592462462926289,313.497037734628,0.537820282862081,-0.602791224175335,353.430500518902,0.4992378228919,-0.349378353688012,307.024177633639,0
"4",0.462491821461013,-0.963128472367171,354.477429335238,0.468013807233503,-0.742115286216864,364.700900120308,0.45480349829457,-0.575487755541096,307.107067972506,0
"5",0.570969119758772,-0.419856374848702,314.908467048219,0.543462093585696,-0.466040040080947,291.135638931556,0.454838004788703,-0.566034083471543,327.683662350405,0
"6",0.536816076583729,-0.268454988577612,494.043583414767,0.513863704607448,-0.314592950884059,488.405094606183,0.492647273625067,-0.378508493861792,371.164946536598,0
"7",0.491759762980703,-0.303368594597142,446.909481857461,0.452499591945533,-0.33664403990693,534.759177726842,0.463074001840548,-0.308780779219166,405.22822218153,0
"8",0.576581501835047,-0.64149578060387,349.960008423694,0.560520876050438,-0.580589752511668,377.466437441112,0.483520890379661,-0.478419739404749,399.700851576859,0
"9",0.533867301725922,-0.561575776515719,320.10880726085,0.518685635103261,-0.554730438196672,339.520701567925,0.467602860511866,-0.547627188369289,353.778114231336,0
"10",0.408995486309785,-1.02598834188336,282.862622745842,0.448060526019318,-0.679677470693767,387.320562454285,0.488179913278428,-0.461658639312323,315.550067082181,0
"11",0.471835496850344,-0.518711767768987,474.332317854831,0.450969462373569,-0.557022961304585,550.8025126606,0.462328043874574,-0.538725943280604,318.405014011747,0
"12",0.520511558182208,-0.393249207075215,379.316793819795,0.474337060366979,-0.4585174975307,433.865103865432,0.464390277640226,-0.448342783414813,365.285459482703,0
"13",0.418283507915093,-0.525767904396405,341.180825351941,0.459824488387086,-0.540728418111938,311.23837739394,0.462799415386177,-0.491022144043369,363.903352211177,0
"14",0.429069834603008,-0.647496275207832,361.205365932118,0.447040327526178,-0.598650694282084,381.461593646673,0.470612490864824,-0.517362823275878,339.109404728556,0
"15",0.502077137817848,-0.497958310311942,323.57723149915,0.504683887120852,-0.529021889136046,349.915264556498,0.475678982663368,-0.358560758953424,376.395747896384,0
"16",0.413863598495221,-0.7471728852288,397.251591358273,0.441503118942565,-0.678908950462596,410.794989158862,0.468768379987164,-0.407383165717975,333.632144138055,0
"17",0.563850251824493,-0.674761713556028,360.342021459458,0.555759195882101,-0.563068916409825,413.762907623474,0.488902180244708,-0.515230752976418,354.901589325486,0
"18",0.610151733421515,-0.522282287707968,399.486872957407,0.599357059340311,-0.516551976207237,431.130196913281,0.494921387608039,-0.428963844423577,372.650170845411,0
"19",0.482314347251416,-0.492478321952406,303.1505462311,0.484694042785335,-0.464165483253821,336.79789335754,0.47270616124487,-0.466889747366016,327.04933566139,0
"20",0.553242295188842,-0.549148136356519,305.415950464641,0.538828992602737,-0.534074319416743,304.427969768667,0.465466525979665,-0.387838551934666,338.610264152548,0
"21",0.47539274260219,-0.910448886104307,304.342984532015,0.49147906816506,-0.650351220930318,349.424552174766,0.489339710529705,-0.471863400849807,297.023899945227,0
"22",0.471960036990317,-0.752017979102645,263.057599713199,0.47639332761564,-0.543558404645743,322.695495618192,0.46864692360652,-0.504902316833687,294.22034180908,0
"23",0.461962223767806,-0.461887879717014,294.446258429551,0.472242331038862,-0.529802129763955,351.820454809215,0.46669785216973,-0.48716679283257,375.089653320921,0
"24",0.443169310120315,-0.867690243543282,370.469495708511,0.471024003240267,-0.718004388432856,397.297491861911,0.484867032214203,-0.376061074510655,396.258936695331,0
"25",0.476359225269972,-0.811053540724714,290.131584101571,0.477280301177492,-0.796681911634748,303.784423324668,0.460077648044172,-0.569884436435871,353.677723170983,0
"26",0.432029196076915,-0.943233905377646,400.648544087422,0.458718434612898,-0.828186249075019,313.809390730989,0.466388031743358,-0.496935930194753,319.620505370982,0
"27",0.421207343012549,-0.671281081402606,471.88396687285,0.435809530704307,-0.607355053165658,449.184713920193,0.471240479113857,-0.432482655937688,380.556877137248,0
"28",0.523535013915339,-0.736951857736814,288.843325952092,0.51921001053078,-0.656525148247143,314.91089146877,0.473698490857527,-0.467211735609376,344.970412955883,0
"29",0.577467681573618,-0.585943102939695,325.031775042072,0.559211392100146,-0.587891406664139,318.400575660363,0.472658990766114,-0.515517004011527,396.964604110639,0
"30",0.491537071708708,-0.813890915387904,362.237711433819,0.497591010061878,-0.763555354554923,317.078757924787,0.472734787591135,-0.684587899917326,310.962339178878,0
"31",0.536414833672482,-0.568263524105138,413.101043493616,0.523787966214096,-0.588340625228045,405.209854395512,0.479324675642088,-0.45051554820933,361.218783415229,0
"32",0.401851619754841,-0.73897219070769,323.411990014249,0.426850934396479,-0.677340297578096,266.694385692298,0.447843431541785,-0.626546681201739,278.293896640972,0
"33",0.460842420847236,-0.870629061429568,283.391268753855,0.450837672679311,-0.682228572222469,366.732776370715,0.462307341862972,-0.540934664501831,330.686332145813,0
"34",0.427293245685369,-0.809423479377081,294.315968370037,0.430572838642551,-0.746407491701383,350.672922646288,0.479978706710467,-0.635377824435336,312.68729425957,0
"35",0.482901668129257,-0.678395688756554,442.963015238009,0.481515566969349,-0.655187295398441,386.145088776317,0.458307817051802,-0.553264196663181,343.931290458344,0
"36",0.47175653116038,-0.645695488588496,531.598303161774,0.475492378781831,-0.640833851918444,454.736058530267,0.479328560328224,-0.51019719275196,322.145258482034,0
"37",0.451744313826087,-0.75165747697117,313.560575753841,0.460660645865593,-0.674393457351127,287.726402732832,0.447831113344451,-0.464596771824591,267.028033418036,0
"38",0.545011925632293,-0.610046614731276,441.955737830934,0.529230772211738,-0.600976629085131,465.952808760882,0.478122793329426,-0.418700780539387,441.680951430685,0
"39",0.456021301496298,-0.792891498924784,431.378406150281,0.46732715717901,-0.778238418212599,439.534293502981,0.47894704535488,-0.631635214597871,471.382536785649,0
"40",0.47024832268958,-1.12106273549857,371.574111909054,0.488341113008918,-0.754235299130606,402.680526222181,0.481423436283854,-0.459163552601352,292.833762682961,0
"41",0.474500837931651,-0.625947266371122,396.291282448787,0.470979971387539,-0.582893501379462,375.21812142034,0.464831003796729,-0.472353865602445,401.059693896969,0
"42",0.41282417225237,-0.625649071264793,410.95689364501,0.417150484266326,-0.559929210271459,463.061397815639,0.489113630153768,-0.501202053998651,356.759177503378,0
"43",0.504894890494817,-0.594534962837062,464.188775685577,0.485325966190903,-0.590991734927428,461.804038696128,0.463860122923035,-0.4533509550725,399.494080683361,0
"44",0.523509085071448,-0.495813562743476,337.967953566668,0.504619590125673,-0.522047789930284,338.571851507783,0.482958765680258,-0.48760149083586,352.537872529136,0
"45",0.44477631761272,-0.447041846359257,358.925492191099,0.444216963343336,-0.37006704414846,358.537931389875,0.454957958429005,-0.253106831167216,310.486512834584,0
"46",0.454637260740964,-0.621406925872684,270.984231628993,0.452789441558894,-0.588394107121667,294.403670353685,0.47497891915716,-0.51530575640274,257.423371764697,0
"47",0.518870268994681,-0.615530374987554,276.132259279714,0.52144870845167,-0.553485276604204,316.132238222345,0.5008238544219,-0.380051448955541,341.540732423774,0
"48",0.456395962211644,-0.49934161594309,381.048128701236,0.420597489741068,-0.487726973831888,476.570631411649,0.473466291272361,-0.474575358639408,249.164922567063,0
"49",0.471495586131251,-0.7629299183673,289.772785290198,0.468742255905332,-0.708870754778025,304.462467176737,0.466156809118335,-0.545529768700891,327.619423743153,0
"50",0.441075108424968,-0.63776628963374,462.373885584174,0.447595891232497,-0.583537707346878,485.535598836841,0.481963744024198,-0.62066688777953,360.251584496267,0
"51",0.406534446348639,-0.799889238470457,307.72458304079,0.436027922246044,-0.76598891809245,329.004218634989,0.471653870133794,-0.619428795311289,372.862956029685,0
"52",0.486481196802632,-0.714988629847193,319.008320672197,0.493377535438625,-0.604380072129093,326.055236950534,0.482408054915368,-0.42885397246794,316.571280296843,0
"53",0.452239882742145,-0.842480426361797,193.628933839958,0.445367748581564,-0.681892531792242,265.661869699549,0.474753649332452,-0.628568322220538,292.787265339617,0
"54",0.46873579677981,-0.914093261391217,307.657933070612,0.474913919288427,-0.781984685390192,383.351641163673,0.466820404748784,-0.572417519986544,303.840752451673,0
"55",0.519326537322003,-0.621386365420494,317.09959673293,0.518484925949314,-0.653100629314611,335.259551813489,0.489310037583085,-0.560164823974038,337.712338213508,0
"56",0.572065928130587,-0.773691811986626,324.079327069958,0.549921467801655,-0.676311561839476,364.80271118323,0.469135029926735,-0.463190200448777,337.571211024268,0
"57",0.569204782646061,-0.445818751095621,357.147983051988,0.544513522534903,-0.464505840818156,398.363180373407,0.46048014341288,-0.356192149638668,343.730489187176,0
"58",0.620036064284892,-0.610436047807087,220.439626368037,0.582831882537772,-0.617152610655761,206.510082048586,0.472144548709361,-0.638424952698489,362.658549427737,0
"59",0.442647446599907,-0.64798513878652,292.591729120408,0.458944697198472,-0.595674311985247,305.941101209863,0.475276507335944,-0.450872074153756,318.662232678853,0
"60",0.454250168535585,-0.83233019585898,475.703154022842,0.475429291299841,-0.808131608860335,414.862682954117,0.477595601114757,-0.606826541743405,291.941463860761,0
"61",0.447746619390805,-0.653344272905356,462.477568516214,0.451544748355091,-0.63996747743947,468.272812552336,0.470328002829753,-0.513434687355345,413.333953588457,0
"62",0.472177377141431,-0.58376988938429,462.693533646981,0.457286100458103,-0.601400315974224,503.201247300384,0.470276423380344,-0.502216772891252,376.034307487958,0
"63",0.444268176924208,-0.579006870353761,298.240875136824,0.447773523914676,-0.61558007464998,314.579972304433,0.47900040320413,-0.473355591217752,323.037045807428,0
"64",0.438238147117914,-0.680481592337021,265.731499614721,0.449927306401505,-0.606956185139328,290.807017340854,0.45668371230213,-0.444882741871194,323.283941918643,0
"65",0.531242116572769,-0.776900893216563,164.028729985802,0.519715703897982,-0.71496222548519,207.856165784777,0.476099287166244,-0.545579574488683,316.181995964442,0
"66",0.427736353065164,-0.842823936814181,231.904559141512,0.450452672460969,-0.73181496187691,244.899799746824,0.464141418673801,-0.634331674750256,330.667553313298,0
"67",0.46655447120376,-0.700369914689956,334.77264056831,0.460106655422432,-0.647154400145779,372.838264377523,0.460644775674754,-0.405278401359053,413.17058066261,0
"68",0.462607530317257,-0.779988218283606,515.904568827122,0.481295889617398,-0.785246576348791,506.59790454057,0.459294338369328,-0.443087749380323,374.031462116488,0
"69",0.560036677597905,-0.73788437466525,232.39380414427,0.536702665308805,-0.691172128600602,295.337437467576,0.48733530916205,-0.46645132354066,362.386639574258,0
"70",0.567996389171016,-0.668489831746933,180.026579085058,0.556567683229258,-0.612576632210801,200.147552627252,0.4984263213977,-0.545784041778313,292.083610944148,0
"71",0.528427740458624,-1.07442898817642,387.297663339213,0.529803203886891,-0.965012111536137,289.667870343673,0.485190981392612,-0.479123249057261,390.095618719015,0
"72",0.563674150497841,-0.399077565143141,364.688889062276,0.549009990163995,-0.418272958306846,406.008146752199,0.498244998563133,-0.378853677750275,379.347085392211,0
"73",0.431099920396611,-0.80353917958622,541.040376336923,0.439024437555151,-0.710922029356723,532.796322348959,0.461323545390355,-0.50519230814891,357.402462400136,0
"74",0.502650665541791,-0.548655993506258,299.885381722796,0.503279607749094,-0.566622983004343,309.059540262877,0.490917795125209,-0.494926673530639,354.228469412123,0
"75",0.525258244115793,-0.579643389980555,341.458945413866,0.514024544859005,-0.60545567966097,331.057087469186,0.466013562870143,-0.445100896208254,345.491982728991,0
"76",0.492511888564477,-0.57574371291348,272.756282978979,0.489877502565182,-0.579935909931578,267.872864963477,0.461486283201984,-0.543161777460773,291.829345793927,0
"77",0.443099953698487,-0.72520965715195,408.744175444782,0.449687659537801,-0.761652385466841,435.123856090121,0.48287026090751,-0.459690895404977,382.212831228895,0
"78",0.458813993940112,-0.564543080108185,359.226671110632,0.440633531350543,-0.608942886180627,410.217281771968,0.469288340302387,-0.448371286718389,310.698312999115,0
"79",0.552859422422922,-0.823371196154392,490.951748701171,0.517343918733731,-0.762077712485864,437.20636948571,0.484668656077517,-0.598742317748547,368.272187309587,0
"80",0.467209590058507,-0.511711823641412,289.432759130145,0.446540847269622,-0.462929923640753,322.399053023532,0.473405372086185,-0.540717780630903,359.502045795383,0
"81",0.52470094411368,-0.701022111608302,262.226761953433,0.518997012470581,-0.601973418271765,312.247289957262,0.490796634454552,-0.441045392057968,290.987874875849,0
